timestamp,model_name,attack_type,epsilon,accuracy,precision_micro,recall_micro,f1_micro
2025-03-29 23:32:55,Linear SVM,sample-agnostic,0.1,0.01834862385321101,0.7564452532605399,0.2256400977110287,0.347595818815331
2025-03-29 23:42:36,Linear SVM,sample-agnostic,0.5,0.01834862385321101,0.7557575757575757,0.2256400977110287,0.3475231658886644
