timestamp,source_model,target_model,attack_type,epsilon,accuracy,precision_micro,recall_micro,f1_micro,base_f1_micro
2025-03-29 22:51:33,Linear SVM,Logistic Regression,black-box,0.5,0.0,0.06636060100166945,0.8768382352941176,0.12338334195550957,0.1302150214475014
2025-03-29 22:51:34,Linear SVM,Softmax Regression,black-box,0.5,0.0,0.06636060100166945,0.8768382352941176,0.12338334195550957,0.1302150214475014
2025-03-29 22:51:34,Linear SVM,Decision Tree,black-box,0.5,0.04,0.5610687022900763,0.2702205882352941,0.36476426799007444,0.3341593358939412
