timestamp,model_name,attack_type,epsilon,accuracy,precision_micro,recall_micro,f1_micro
2025-03-29 22:56:47,Linear SVM,untargeted,0.5,0.02,0.7951807228915663,0.2426470588235294,0.37183098591549296
2025-03-29 23:02:31,Logistic Regression,untargeted,0.5,0.0,0.0664067938187387,0.8768382352941176,0.12346318105344894
2025-03-29 23:08:20,Softmax Regression,untargeted,0.5,0.0,0.0664067938187387,0.8768382352941176,0.12346318105344894
2025-03-29 23:14:49,Decision Tree,untargeted,0.5,0.05,0.6,0.2702205882352941,0.3726235741444867
