timestamp,attack_model,defense_type,attack_type,epsilon,accuracy,precision_micro,recall_micro,f1_micro,base_f1_micro,model_name,improvement,rel_improvement
2025-03-31 15:49:00,,transformation-quantile,white-box,0.5,0.0,0.0536303630363036,0.8919382504288165,0.1011771573110224,0.1421827270202721,Softmax Regression,-0.04100556970924969,-28.840050102150038
2025-03-31 15:49:00,,transformation-scaling,white-box,0.5,0.0,0.2550143266475644,0.3053173241852487,0.2779078844652615,0.3202846975088968,Decision Tree,-0.04237681304363533,-13.230982739179476
2025-03-31 15:49:00,,transformation-pca,white-box,0.5,0.01,0.531496062992126,0.2315608919382504,0.3225806451612903,0.3202846975088968,Decision Tree,0.002295947652393493,0.7168458781361906
2025-03-31 15:49:01,,transformation-quantile,white-box,0.5,0.01,0.4459016393442623,0.2332761578044597,0.3063063063063063,0.3202846975088968,Decision Tree,-0.013978391202590534,-4.364364364364377
2025-03-31 15:48:57,,transformation-scaling,white-box,0.5,0.01,0.6428571428571429,0.2933104631217839,0.4028268551236749,0.3333333333333333,Linear SVM,0.06949352179034157,20.848056537102472
2025-03-31 15:48:57,,transformation-pca,white-box,0.5,0.01,0.7866666666666666,0.2024013722126929,0.3219645293315143,0.3333333333333333,Linear SVM,-0.011368804001819,-3.4106412005457
2025-03-31 15:48:58,,transformation-quantile,white-box,0.5,0.01,0.4819672131147541,0.2521440823327616,0.3310810810810811,0.3333333333333333,Linear SVM,-0.0022522522522522292,-0.6756756756756688
2025-03-31 15:48:58,,transformation-scaling,white-box,0.5,0.0,0.0478179619654831,0.7461406518010292,0.0898760330578512,0.1421827270202721,Logistic Regression,-0.052306693962420894,-36.78836034349174
2025-03-31 15:48:58,,transformation-pca,white-box,0.5,0.0,0.0773989136994568,0.8799313893653516,0.1422826237692414,0.1421827270202721,Logistic Regression,9.989674896929146e-05,0.07025941270281615
2025-03-31 15:48:59,,transformation-quantile,white-box,0.5,0.0,0.0536303630363036,0.8919382504288165,0.1011771573110224,0.1421827270202721,Logistic Regression,-0.04100556970924969,-28.840050102150038
2025-03-31 15:48:59,,transformation-scaling,white-box,0.5,0.0,0.0478179619654831,0.7461406518010292,0.0898760330578512,0.1421827270202721,Softmax Regression,-0.052306693962420894,-36.78836034349174
2025-03-31 15:48:59,,transformation-pca,white-box,0.5,0.0,0.0773989136994568,0.8799313893653516,0.1422826237692414,0.1421827270202721,Softmax Regression,9.989674896929146e-05,0.07025941270281615
2025-03-31 15:49:00,,transformation-quantile,white-box,0.5,0.0,0.0536303630363036,0.8919382504288165,0.1011771573110224,0.1421827270202721,Softmax Regression,-0.04100556970924969,-28.840050102150038
2025-03-31 15:49:00,,transformation-scaling,white-box,0.5,0.0,0.2550143266475644,0.3053173241852487,0.2779078844652615,0.3202846975088968,Decision Tree,-0.04237681304363533,-13.230982739179476
2025-03-31 15:49:00,,transformation-pca,white-box,0.5,0.01,0.531496062992126,0.2315608919382504,0.3225806451612903,0.3202846975088968,Decision Tree,0.002295947652393493,0.7168458781361906
2025-03-31 15:49:01,,transformation-quantile,white-box,0.5,0.01,0.4459016393442623,0.2332761578044597,0.3063063063063063,0.3202846975088968,Decision Tree,-0.013978391202590534,-4.364364364364377
